College Code,College Name,District,Branch Code,Branch Name,Cutoff OC,Cutoff MBC,Rank OC,Rank MBC
2726,"SNS College of Technology (Autonomous), Kalappatti Post, Coimbatore District 641035",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,169,153,36216,60237
2726,"SNS College of Technology (Autonomous), Kalappatti Post, Coimbatore District 641035",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,162.5,144,45815,73807
2726,"SNS College of Technology (Autonomous), Kalappatti Post, Coimbatore District 641035",Coimbatore,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,152,128.5,61609,97526
2726,"SNS College of Technology (Autonomous), Kalappatti Post, Coimbatore District 641035",Coimbatore,IT,INFORMATION TECHNOLOGY,168,149.5,37559,65479
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post, Coimbatore District 641062",Coimbatore,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,167.5,152,38398,61547
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post, Coimbatore District 641062",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,173,156,30125,55682
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post, Coimbatore District 641062",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,167,148.5,39454,67251
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post, Coimbatore District 641062",Coimbatore,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,156.5,128.5,55172,97008
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post, Coimbatore District 641062",Coimbatore,IT,INFORMATION TECHNOLOGY,169.5,157,35289,54022
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post, Coimbatore District 641062",Coimbatore,SC,Computer Science and Engineering (Cyber Security),166.5,155.5,39929,56533
2729,"Nehru Institute of Engineering and Technology, Thirumalayampalayam Post, Coimbatore District 641105",Coimbatore,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,149.5,122,65087,106843
2729,"Nehru Institute of Engineering and Technology, Thirumalayampalayam Post, Coimbatore District 641105",Coimbatore,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,140.5,131,79055,93834
2729,"Nehru Institute of Engineering and Technology, Thirumalayampalayam Post, Coimbatore District 641105",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,154.5,133,57955,90418
2729,"Nehru Institute of Engineering and Technology, Thirumalayampalayam Post, Coimbatore District 641105",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,145.5,117.5,71193,113575
2729,"Nehru Institute of Engineering and Technology, Thirumalayampalayam Post, Coimbatore District 641105",Coimbatore,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,127,85.5,99290,151405
2729,"Nehru Institute of Engineering and Technology, Thirumalayampalayam Post, Coimbatore District 641105",Coimbatore,IT,INFORMATION TECHNOLOGY,154,135.5,58564,86591
2731,"R V S College of Engineering and Technology, Kannampalayam, Sulur, Coimbatore District 641402",Coimbatore,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,143.5,109.5,74517,124991
2731,"R V S College of Engineering and Technology, Kannampalayam, Sulur, Coimbatore District 641402",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,182.5,140,17536,80102
2731,"R V S College of Engineering and Technology, Kannampalayam, Sulur, Coimbatore District 641402",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,137,113,84387,120269
2731,"R V S College of Engineering and Technology, Kannampalayam, Sulur, Coimbatore District 641402",Coimbatore,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,121.5,80.5,107651,155341
2732,"Info Institute of Engineering, Sarkar Samakulam, Coimbatore District 641107",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,130.5,88.5,94591,148434
2732,"Info Institute of Engineering, Sarkar Samakulam, Coimbatore District 641107",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,84,,152837,
2732,"Info Institute of Engineering, Sarkar Samakulam, Coimbatore District 641107",Coimbatore,IT,INFORMATION TECHNOLOGY,135,100,87419,136591
2733,"Angel College of Engineering and Technology, P.K.Palayam, Ugayanur Village, Tirupur District 641 665",Tirupur,CS,COMPUTER SCIENCE AND ENGINEERING,116,81.5,115478,154438
2733,"Angel College of Engineering and Technology, P.K.Palayam, Ugayanur Village, Tirupur District 641 665",Tirupur,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,82,,154262,
2733,"Angel College of Engineering and Technology, P.K.Palayam, Ugayanur Village, Tirupur District 641 665",Tirupur,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,84,,152782,
2734,"SNS College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore District 641107",Coimbatore,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,160.5,139.5,49259,80545
2734,"SNS College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore District 641107",Coimbatore,CD,COMPUTER SCIENCE AND DESIGN,154,130,58945,94882
2734,"SNS College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore District 641107",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,167.5,150.5,38289,63905
2734,"SNS College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore District 641107",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,158,139,52702,81514
2734,"SNS College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore District 641107",Coimbatore,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,149,131,66099,93641
2734,"SNS College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore District 641107",Coimbatore,IT,INFORMATION TECHNOLOGY,164.5,152,43239,61850
2734,"SNS College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore District 641107",Coimbatore,SB,Computer Science and Engineering (Internet of Things and Cyber Security including Block Chain Technology),160,143,49805,74790
2734,"SNS College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore District 641107",Coimbatore,TS,Computer Science and Technology,156,135.5,55866,86636
2735,"Karpagam Institute of Technology, Seerapalayam Village, L&T By pass Road, Coimbatore District 641021",Coimbatore,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,172,165.5,31574,41727
2735,"Karpagam Institute of Technology, Seerapalayam Village, L&T By pass Road, Coimbatore District 641021",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,183.595,162.5,15742,46217
2735,"Karpagam Institute of Technology, Seerapalayam Village, L&T By pass Road, Coimbatore District 641021",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,167,154.5,39102,57671
2735,"Karpagam Institute of Technology, Seerapalayam Village, L&T By pass Road, Coimbatore District 641021",Coimbatore,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,156,145,55660,72119
2735,"Karpagam Institute of Technology, Seerapalayam Village, L&T By pass Road, Coimbatore District 641021",Coimbatore,IT,INFORMATION TECHNOLOGY,175.5,167.5,27031,38831
2736,"Dr. N G P Institute of Technology, Kalapatti Road, Coimbatore District 641035",Coimbatore,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,168.5,143,37039,75413
2736,"Dr. N G P Institute of Technology, Kalapatti Road, Coimbatore District 641035",Coimbatore,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,162,148.5,46737,67025
2736,"Dr. N G P Institute of Technology, Kalapatti Road, Coimbatore District 641035",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,173,150,30472,64774
2736,"Dr. N G P Institute of Technology, Kalapatti Road, Coimbatore District 641035",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,162,139,47010,80939
2736,"Dr. N G P Institute of Technology, Kalapatti Road, Coimbatore District 641035",Coimbatore,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,152,124,61655,103864
2736,"Dr. N G P Institute of Technology, Kalapatti Road, Coimbatore District 641035",Coimbatore,IT,INFORMATION TECHNOLOGY,169.5,144,35295,73452
2737,"Sri Sai Ranganathan Engineering College, Zahirnaickenpalayam Village, Viraliyur Post, Thondamuthur Via, Coimbatore District 641109",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,113.5,107.5,119265,127497
2737,"Sri Sai Ranganathan Engineering College, Zahirnaickenpalayam Village, Viraliyur Post, Thondamuthur Via, Coimbatore District 641109",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,86.5,,150476,
2737,"Sri Sai Ranganathan Engineering College, Zahirnaickenpalayam Village, Viraliyur Post, Thondamuthur Via, Coimbatore District 641109",Coimbatore,IT,INFORMATION TECHNOLOGY,116,94.5,116055,142727
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",Coimbatore,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,185,170,14145,34519
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",Coimbatore,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),183.5,168.5,16279,37343
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",Coimbatore,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,181,167.5,19272,38286
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",Coimbatore,CO,COMPUTER AND  COMMUNICATION ENGINEERING,186,166.5,12892,40031
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,189,178.56,9084,22191
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180,168,20209,37872
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",Coimbatore,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,176,162,26133,46569
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",Coimbatore,IT,INFORMATION TECHNOLOGY,184,173,15512,30443
2740,"Hindusthan Institute of Technology (Autonomous), Othakkalmandapam, Coimbatore District 641032",Coimbatore,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,160.81,137,48674,83921
2740,"Hindusthan Institute of Technology (Autonomous), Othakkalmandapam, Coimbatore District 641032",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,158,145,52857,72209
2740,"Hindusthan Institute of Technology (Autonomous), Othakkalmandapam, Coimbatore District 641032",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,152.5,134,60621,88547
2740,"Hindusthan Institute of Technology (Autonomous), Othakkalmandapam, Coimbatore District 641032",Coimbatore,IT,INFORMATION TECHNOLOGY,161,146.5,48454,69869
2741,"P A College of Engineering and Technology (Autonomous), Palladam Road, Pollachi, Coimbatore District 642002",Coimbatore,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,145.5,122.5,71221,106155
2741,"P A College of Engineering and Technology (Autonomous), Palladam Road, Pollachi, Coimbatore District 642002",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,157.5,121.5,53845,108247
2741,"P A College of Engineering and Technology (Autonomous), Palladam Road, Pollachi, Coimbatore District 642002",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,137,90.5,84477,146818
2741,"P A College of Engineering and Technology (Autonomous), Palladam Road, Pollachi, Coimbatore District 642002",Coimbatore,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,112,97.5,121537,139540
2741,"P A College of Engineering and Technology (Autonomous), Palladam Road, Pollachi, Coimbatore District 642002",Coimbatore,IT,INFORMATION TECHNOLOGY,155,125,57174,102399
2743,"Dhanalakshmi Srinivasan College of Engineering (CBE), NH47, Palakkad Main Road, Navakkarai Post, Near Nandhi Temple, Coimbatore District 641105",Coimbatore,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,142.5,108.5,75625,125744
2743,"Dhanalakshmi Srinivasan College of Engineering (CBE), NH47, Palakkad Main Road, Navakkarai Post, Near Nandhi Temple, Coimbatore District 641105",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,145,121,72215,108346
2743,"Dhanalakshmi Srinivasan College of Engineering (CBE), NH47, Palakkad Main Road, Navakkarai Post, Near Nandhi Temple, Coimbatore District 641105",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,141,117,78407,114222
2743,"Dhanalakshmi Srinivasan College of Engineering (CBE), NH47, Palakkad Main Road, Navakkarai Post, Near Nandhi Temple, Coimbatore District 641105",Coimbatore,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,106.5,89,128835,148107
2743,"Dhanalakshmi Srinivasan College of Engineering (CBE), NH47, Palakkad Main Road, Navakkarai Post, Near Nandhi Temple, Coimbatore District 641105",Coimbatore,SC,Computer Science and Engineering (Cyber Security),145.5,130,71673,95014
2744,"Adithya Institute of Technology, Kurumbapalayam Village, Coimbatore District 641107",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,142,122.5,76791,106030
2744,"Adithya Institute of Technology, Kurumbapalayam Village, Coimbatore District 641107",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,125.5,102,101643,134340
2744,"Adithya Institute of Technology, Kurumbapalayam Village, Coimbatore District 641107",Coimbatore,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,110,87,123829,150158
2744,"Adithya Institute of Technology, Kurumbapalayam Village, Coimbatore District 641107",Coimbatore,IT,INFORMATION TECHNOLOGY,149,129,65921,96199
2745,"Kathir College of Engineering, Neelambur, Avinashi Road, Coimbatore District 641062",Coimbatore,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,136,100,85543,136468
2745,"Kathir College of Engineering, Neelambur, Avinashi Road, Coimbatore District 641062",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,144.5,123.5,72638,105121
2745,"Kathir College of Engineering, Neelambur, Avinashi Road, Coimbatore District 641062",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,122,82,107116,154109
2745,"Kathir College of Engineering, Neelambur, Avinashi Road, Coimbatore District 641062",Coimbatore,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,98,83,138910,153262
2747,"Shree Venkateshwara Hi-Tech Engineering College, Othakuthirai, K Mettupalayam Post, Gobichettipalayam, Erode District 638455",Erode,CS,COMPUTER SCIENCE AND ENGINEERING,108.5,84.5,126236,152379
2747,"Shree Venkateshwara Hi-Tech Engineering College, Othakuthirai, K Mettupalayam Post, Gobichettipalayam, Erode District 638455",Erode,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,105.5,85.5,130314,151570
2747,"Shree Venkateshwara Hi-Tech Engineering College, Othakuthirai, K Mettupalayam Post, Gobichettipalayam, Erode District 638455",Erode,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,80.5,,155259,
2748,"Surya Engineering College, Mettukadai, Kathirampatti Post, Erode District 638107",Erode,CS,COMPUTER SCIENCE AND ENGINEERING,90,83,147062,153507
2748,"Surya Engineering College, Mettukadai, Kathirampatti Post, Erode District 638107",Erode,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,87,,149760,
2748,"Surya Engineering College, Mettukadai, Kathirampatti Post, Erode District 638107",Erode,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,80.5,,155455,
2749,"Easa College of Engineering and Technology, NH-47, Coimbatore-Palakkad Main Road, Navakarai Post, Coimbatore District 641105",Coimbatore,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,112,82.5,121139,153798
2749,"Easa College of Engineering and Technology, NH-47, Coimbatore-Palakkad Main Road, Navakarai Post, Coimbatore District 641105",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,126,99,100659,137606
2749,"Easa College of Engineering and Technology, NH-47, Coimbatore-Palakkad Main Road, Navakarai Post, Coimbatore District 641105",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,119.5,82.5,110407,153677
2749,"Easa College of Engineering and Technology, NH-47, Coimbatore-Palakkad Main Road, Navakarai Post, Coimbatore District 641105",Coimbatore,IT,INFORMATION TECHNOLOGY,124.5,84,103095,152849
2749,"Easa College of Engineering and Technology, NH-47, Coimbatore-Palakkad Main Road, Navakarai Post, Coimbatore District 641105",Coimbatore,SC,Computer Science and Engineering (Cyber Security),109.5,83,124639,153536
2750,"KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous), Kannampalayam, Coimbatore District 641402",Coimbatore,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,167.5,152,38191,61988
2750,"KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous), Kannampalayam, Coimbatore District 641402",Coimbatore,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,159.5,140,50636,79790
2750,"KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous), Kannampalayam, Coimbatore District 641402",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,174.5,152.5,27924,60682
2750,"KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous), Kannampalayam, Coimbatore District 641402",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,159.5,139.5,50610,80208
2750,"KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous), Kannampalayam, Coimbatore District 641402",Coimbatore,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,147.5,130.5,68541,94400
2751,"KGISL Institute of Technology, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore District 641035",Coimbatore,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,165.43,141.5,41907,77397
2751,"KGISL Institute of Technology, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore District 641035",Coimbatore,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,156.5,138,54894,82519
2751,"KGISL Institute of Technology, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore District 641035",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,174.5,150.5,28217,63987
2751,"KGISL Institute of Technology, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore District 641035",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,155.5,131.5,56304,92827
2751,"KGISL Institute of Technology, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore District 641035",Coimbatore,IT,INFORMATION TECHNOLOGY,170.485,158,34393,52687
2752,"Nandha College of Technology, Pitchandampalayam Post, Erode District 638052",Erode,CS,COMPUTER SCIENCE AND ENGINEERING,136,99,85871,137573
2752,"Nandha College of Technology, Pitchandampalayam Post, Erode District 638052",Erode,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,129.5,95.5,95925,141752
2752,"Nandha College of Technology, Pitchandampalayam Post, Erode District 638052",Erode,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,111.5,86,121860,151095
2752,"Nandha College of Technology, Pitchandampalayam Post, Erode District 638052",Erode,IT,INFORMATION TECHNOLOGY,138.5,111.5,82163,122060
2753,"PPG Institute of Technology, Vilankurichi Village, Coimbatore District 641035",Coimbatore,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,132,88.5,91582,148818
2753,"PPG Institute of Technology, Vilankurichi Village, Coimbatore District 641035",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,132.5,107.5,91021,127349
2753,"PPG Institute of Technology, Vilankurichi Village, Coimbatore District 641035",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,123.5,84.5,104496,152144
2753,"PPG Institute of Technology, Vilankurichi Village, Coimbatore District 641035",Coimbatore,IT,INFORMATION TECHNOLOGY,136,90,85365,147131
2755,"Nehru Institute of Technology, Thirumalayampalayam Post, Coimbatore District 641105",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,150.5,139.5,64246,80425
2755,"Nehru Institute of Technology, Thirumalayampalayam Post, Coimbatore District 641105",Coimbatore,IT,INFORMATION TECHNOLOGY,143.5,129,74184,96301
2758,"J K K Munirajah College of Technology, T N Palayam, Gobi Taluk, Erode District 638506",Erode,CS,COMPUTER SCIENCE AND ENGINEERING,89,80,148099,155948
2758,"J K K Munirajah College of Technology, T N Palayam, Gobi Taluk, Erode District 638506",Erode,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,90.5,80,146792,155877
2758,"J K K Munirajah College of Technology, T N Palayam, Gobi Taluk, Erode District 638506",Erode,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,83.5,80,153186,155619
2758,"J K K Munirajah College of Technology, T N Palayam, Gobi Taluk, Erode District 638506",Erode,IT,INFORMATION TECHNOLOGY,107.5,80,127214,155602
2761,"United Institute of Technology, Gadalore Village, Perianaickenpalayam, Coimbatore District 641020",Coimbatore,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,119,88,111435,148892
2761,"United Institute of Technology, Gadalore Village, Perianaickenpalayam, Coimbatore District 641020",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,153,116,60368,115976
2761,"United Institute of Technology, Gadalore Village, Perianaickenpalayam, Coimbatore District 641020",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,113,82.5,120016,153780
2761,"United Institute of Technology, Gadalore Village, Perianaickenpalayam, Coimbatore District 641020",Coimbatore,IT,INFORMATION TECHNOLOGY,139,113.5,81006,119012
2761,"United Institute of Technology, Gadalore Village, Perianaickenpalayam, Coimbatore District 641020",Coimbatore,RM,ROBOTICS AND AUTOMATION,86.5,,150428,
2761,"United Institute of Technology, Gadalore Village, Perianaickenpalayam, Coimbatore District 641020",Coimbatore,SC,Computer Science and Engineering (Cyber Security),130,85.5,94759,151304
2762,"Jansons Institute of Technology, Karumathampatty, Somaur, Coimbatore District 641659",Coimbatore,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,141.5,133.5,77379,89312
2762,"Jansons Institute of Technology, Karumathampatty, Somaur, Coimbatore District 641659",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,150.5,125.5,63818,101522
2762,"Jansons Institute of Technology, Karumathampatty, Somaur, Coimbatore District 641659",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,121.5,90,107880,147400
2763,"Akshaya College of Engineering and Technology, Kinathukadavu, Coimbatore District 642109",Coimbatore,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,142.5,111.5,75628,122322
2763,"Akshaya College of Engineering and Technology, Kinathukadavu, Coimbatore District 642109",Coimbatore,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,130.5,103.5,93897,132589
2763,"Akshaya College of Engineering and Technology, Kinathukadavu, Coimbatore District 642109",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,136.5,108.5,84601,125890
2763,"Akshaya College of Engineering and Technology, Kinathukadavu, Coimbatore District 642109",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120.5,101.5,108958,134905
2764,"K P R Institute of Engineering and Technology (Autonomous), Kollupalayam Village, Arasur Panchayat, Coimbatore District 641407",Coimbatore,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,182,168.5,17662,37236
2764,"K P R Institute of Engineering and Technology (Autonomous), Kollupalayam Village, Arasur Panchayat, Coimbatore District 641407",Coimbatore,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),179.5,163,20924,45286
2764,"K P R Institute of Engineering and Technology (Autonomous), Kollupalayam Village, Arasur Panchayat, Coimbatore District 641407",Coimbatore,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,179,163,22058,45208
2764,"K P R Institute of Engineering and Technology (Autonomous), Kollupalayam Village, Arasur Panchayat, Coimbatore District 641407",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,185,169,14173,36076
2764,"K P R Institute of Engineering and Technology (Autonomous), Kollupalayam Village, Arasur Panchayat, Coimbatore District 641407",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,179,166.5,21719,40042
2764,"K P R Institute of Engineering and Technology (Autonomous), Kollupalayam Village, Arasur Panchayat, Coimbatore District 641407",Coimbatore,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,172,159.5,32000,50759
2764,"K P R Institute of Engineering and Technology (Autonomous), Kollupalayam Village, Arasur Panchayat, Coimbatore District 641407",Coimbatore,IT,INFORMATION TECHNOLOGY,180.5,172.5,19633,31309
2767,"SRG Engineering College, Aniyapuram Post, Namakkal District 637017",Namakkal,CS,COMPUTER SCIENCE AND ENGINEERING,80,,155521,
2767,"SRG Engineering College, Aniyapuram Post, Namakkal District 637017",Namakkal,IT,INFORMATION TECHNOLOGY,116.5,,115292,
2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatti, Coimbatore - 641 659",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,92,,145111,
2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatti, Coimbatore - 641 659",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,85,,151842,
2769,"J C T College of Engineering and Technology, Pichanur, Coimbatore District 641105",Coimbatore,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,102,86,134262,150874
2769,"J C T College of Engineering and Technology, Pichanur, Coimbatore District 641105",Coimbatore,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,99.5,,137140,
2769,"J C T College of Engineering and Technology, Pichanur, Coimbatore District 641105",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,124,88,103666,149270
2769,"J C T College of Engineering and Technology, Pichanur, Coimbatore District 641105",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,100.5,91.5,135732,145578
2769,"J C T College of Engineering and Technology, Pichanur, Coimbatore District 641105",Coimbatore,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,88.5,,148540,
2770,"Studyworld College of Engineering, Madukarai Post, Coimbatore - 641 105.",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,117,85.5,113955,151481
2770,"Studyworld College of Engineering, Madukarai Post, Coimbatore - 641 105.",Coimbatore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,95.5,90,141244,147192
2770,"Studyworld College of Engineering, Madukarai Post, Coimbatore - 641 105.",Coimbatore,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,81.5,,154521,
2772,"C M S College of Engineering and Technology, Appachigoundenpathy, Kumittipathi Post, Coimbatore District 641032",Coimbatore,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,89,,148252,
2772,"C M S College of Engineering and Technology, Appachigoundenpathy, Kumittipathi Post, Coimbatore District 641032",Coimbatore,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,88,,149007,
2772,"C M S College of Engineering and Technology, Appachigoundenpathy, Kumittipathi Post, Coimbatore District 641032",Coimbatore,CS,COMPUTER SCIENCE AND ENGINEERING,111.5,92,121983,145324
